payment_id,customer_id,payment_date,payment_amount,payment_method,check_number,bank_reference,remittance_name,invoice_reference,applied_flag,applied_date,applied_amount,unapplied_amount,payment_type,status,batch_session,batch_id,created_date,updated_date,updated_time,updated_by
501593,100359,2024-01-23,,85,73,                       HE,"RRERA, SHEPARD AND WILLIAMS",,2,1904-01-23,10387.01,, 3,75,,20240123-124012,,,,
501594,100303,2024-07-02,,24,26,                       Ma,nning and Sons,,2,1904-07-02,5515.25,, 1,30,,20240702-124070,,,,
501595,100351,2024-02-02,,,             RE,F104895182             Su,llivan Group,,2,1904-02-02,28081.94,, 6,92,,20240202-124020,,2013-03-16,,
501596,100247,2024-12-16,,,,                       Cu,nningham PLC,,2,1904-12-16,427.15,, 5,06,,20241216-124121,,,,
501597,100408,2024-11-03,,38,35,                       Br,own-Velasquez,,2,1904-11-03,786.92,, 5,63,,20241103-124110,,2000-02-08,,
501598,100189,2024-01-08,,41,45,                       Ge,"orge, Bautista and Stevenson",,2,1904-01-08,9927.36,, 9,76,,20240108-124010,,,,
501599,100389,2023-03-21,,,             RE,F679660849             Fl,ores-Estrada,,2,1903-03-21,6912.12,, 8,77,,20230321-123032,,,,ON
501600,100081,2024-12-30,,,             RE,F354118546             Wh,eeler Inc,,2,1904-12-30,637.1,, 5,57,,20241230-124123,,,,
501601,100312,2023-05-24,,,             RE,F713147113             Au,stin-Hodges,,2,1903-05-24,874.71,, 2,64,,20230524-123052,,,,
501602,100391,2024-12-19,,,             RE,F990662597             Ta,ylor-Green,,2,1904-12-19,1512.1,, 7,19,,20241219-124121,,,,ON
501603,100102,2023-07-01,,,             RE,F757417567             Fr,"ederick, Scott and Smith",,2,1903-07-01,1345.57,, 8,22,,20230701-123070,,,,
501604,100055,2024-10-18,,15,02,                       MC,"CANN, TAYLOR AND FLORES",,0,,4962.4,, 5,90,,20241018-124101,,,,N
501605,100415,2024-06-30,,,             RE,F524592553             Ta,ylor and Sons,,2,1904-06-30,718.35,, 3,88,,20240630-124063,,,,N
501606,100129,2023-11-10,,,             RE,F377989451             Mo,nroe Group,,2,1903-11-10,23013.42,, 7,70,,20231110-123111,,,,ON
501607,100067,2023-04-28,,,             RE,F997956298             Br,"adley, Graham and Brandt",,2,1903-04-28,462.75,, 3,96,,20230428-123042,,,,N
501608,100056,2023-11-21,,,,                       Ro,driguez and Sons,,2,1903-11-21,1651.15,, 8,07,,20231121-123112,,,,
501609,100066,2024-06-01,,,             RE,F445419736             De,"an, Marshall and Vargas",,0,,38639.59,, 5,18,,20240601-124060,,,,
501610,100491,2023-11-22,,14,77,                       Cl,ayton-Williams,,2,1903-11-22,414.08,, 8,18,,20231122-123112,,,,
501611,100404,2024-01-09,,,             RE,F834373600             CA,SE-GRAHAM,,2,1904-01-09,1636.5,, 1,18,,20240109-124010,,,,
501612,100366,2023-07-05,,,             RE,F329591133             Be,nnett-Lee,,2,1903-07-05,1731.99,, 3,45,,20230705-123070,,,,
501613,100204,2024-03-29,,49,94,                       Ja,ckson-Booker,,0,,9535.32,, 7,94,,20240329-124032,,,,
501614,100053,2023-04-29,,26,30,                       Sa,"nders, Ayala and Johnson",,0,,36903.07,, 4,46,,20230429-123042,,,,
501615,100141,2024-12-27,,,             RE,F297656997             HE,RNANDEZ-WEST,,2,1904-12-27,4497.75,, 6,33,,20241227-124122,,,,
501616,100145,2024-02-14,,,             RE,F110622363             Gu,"erra, Fox and Patel",,2,1904-02-14,1065.2,, 2,13,,20240214-124021,,2012-07-23,,
501617,100105,2024-09-20,,,,                       Ag,"uirre, Cohen and Mitchell",,2,1904-09-20,304.69,, 3,35,,20240920-124092,,,,ON
501618,100224,2023-06-08,,43,09,                       Bu,rton Ltd,,2,1903-06-08,7288.53,, 2,81,,20230608-123060,,,,N
501619,100256,2024-11-06,,,             RE,F806095920             Ad,ams,,2,1904-11-06,565.73,, 2,46,,20241106-124110,,,,
501620,100278,2023-05-16,,,             RE,F982830071             MO,RRIS GROUP,,2,1903-05-16,44749.41,, 3,41,,20230516-123051,,,,
501621,100121,2024-03-07,,,             RE,F229937607             Hu,"ang, Ford and Olsen",,2,1904-03-07,957.68,, 9,76,,20240307-124030,,,,
501622,100248,2024-10-26,,,             RE,F666570189             Ri,"chards, Taylor and Green",,2,1904-10-26,3903.68,, 4,67,,20241026-124102,,,,
501623,100483,2024-05-03,,21,43,                       No,"rton, Smith and Shea",,2,1904-05-03,0.0,, 1,87,,20240503-124050,,,,
501624,100181,2024-08-29,,63,44,                       Sc,ott-Miller,,0,,2305.02,, 9,24,,20240829-124082,,,,
501625,100288,2024-08-24,,88,41,                       Ro,driguez-Owens,,2,1904-08-24,2415.25,, 3,46,,20240824-124082,,2019-06-04,,N
501626,100341,2023-05-19,,,             RE,F113772051             Br,"ock, Mcguire and Miller",,0,,1011.68,, 9,76,,20230519-123051,,,,N
501627,100303,2023-07-01,,,,                       Ma,nning and Sons,,2,1903-07-01,0.0,, 2,93,,20230701-123070,,2007-04-10,,ON
501628,100411,2024-07-17,,,             RE,F625306822             Du,ncan-Hahn,,0,,1492.27,, 9,89,,20240717-124071,,,,
501629,100429,2023-07-22,,,             RE,F543307482             Jo,hnson-Russell,,2,1903-07-22,829.71,, 8,76,,20230722-123072,,,,
501630,100265,2023-12-16,,,,                       Me,jia-Villanueva,,2,1903-12-16,5095.98,, 7,22,,20231216-123121,,,,
501631,100049,2024-11-06,,37,30,                       We,"lls, Atkinson and Turner",,2,1904-11-06,9989.64,, 9,68,,20241106-124110,,,,
501632,100061,2023-08-19,,,             RE,F410654610             Si,mon Group,,2,1903-08-19,0.0,, 3,08,,20230819-123081,,,,
501633,100309,2023-11-29,,39,92,                       Be,nton Ltd,,2,1903-11-29,1921.53,, 4,41,,20231129-123112,,,,
501634,100166,2023-04-12,,,             RE,F107576676             TA,YLOR GROUP,,2,1903-04-12,925.33,, 3,95,,20230412-123041,,,,N
501635,100242,2024-02-25,,,             RE,F476426768             Du,nn-Wilson,,2,1904-02-25,2456.94,, 8,71,,20240225-124022,,,,
501636,100334,2024-10-15,,,             RE,F929502849             Tu,"rner, Kaufman and Esparza",,2,1904-10-15,825.8,, 9,07,,20241015-124101,,,,
501637,100302,2023-07-31,,,             RE,F720772194             Ro,driguez-Pearson,,0,,658.73,, 4,25,,20230731-123073,,,,ON
501638,100418,2023-06-14,,14,75,                       Co,"oper, Pena and Dominguez",,2,1903-06-14,486.03,, 4,85,,20230614-123061,,,,
501639,100422,2023-06-24,,,             RE,F596019047             Ce,rvantes PLC,,2,1903-06-24,364.05,, 1,12,,20230624-123062,,2012-08-27,,
501640,100140,2023-11-22,,,             RE,F643800361             Ne,"wman, Carter and Brown",,2,1903-11-22,787.07,, 1,72,,20231122-123112,,,,
501641,100466,2023-10-08,,24,85,                       Bl,ackburn-Williams,,2,1903-10-08,4878.46,, 4,85,,20231008-123100,,,,
501642,100061,2023-07-23,,,             RE,F612202075             Si,mon Group,,2,1903-07-23,2105.36,, 7,43,,20230723-123072,,,,
501643,100291,2023-10-24,,99,70,                       Ba,ldwin PLC,,2,1903-10-24,632.46,, 8,69,,20231024-123102,,,,
501644,100069,2023-10-14,,,             RE,F556952310             Sa,"nchez, Phillips and Jenkins",,2,1903-10-14,516.36,, 2,53,,20231014-123101,,,,ON
501645,100221,2023-10-16,,,             RE,F297174835             Bu,rke and Sons,,2,1903-10-16,2103.7,, 9,60,,20231016-123101,,,,ON
501646,100485,2023-03-17,,,             RE,F615152101             Sm,"ith, Villarreal and Graham",,2,1903-03-17,36366.81,, 5,89,,20230317-123031,,,,ON
501647,100295,2023-10-18,,,             RE,F398732795             Fi,elds Group,,2,1903-10-18,1164.18,, 4,04,,20231018-123101,,,,
501648,100161,2024-11-06,,,             RE,F847440465             Ev,ans-Joyce,,2,1904-11-06,22079.64,, 6,31,,20241106-124110,,,,
501649,100303,2023-12-14,,83,31,                       Ma,nning and Sons,,2,1903-12-14,3890.57,, 9,14,,20231214-123121,,,,N
501650,100101,2023-12-11,,,,                       Ba,"ker, Adams and Mullen",,2,1903-12-11,148.81,, 6,68,,20231211-123121,,,,
501651,100344,2024-07-11,,60,92,                       Bu,"rnett, Ruiz and Daniel",,2,1904-07-11,0.0,, 8,51,,20240711-124071,,2006-02-01,,N
501652,100214,2023-06-04,,,             RE,F163485293             Es,"pinoza, Rose and Frank",,2,1903-06-04,5512.67,, 8,46,,20230604-123060,,,,
501653,100195,2024-08-04,,,             RE,F254890821             Da,"vies, Archer and Owens",,2,1904-08-04,1413.5,, 7,91,,20240804-124080,,,,
501654,100188,2023-12-21,,,             RE,F587608552             Bi,rd-Garcia,,2,1903-12-21,336.86,, 5,95,,20231221-123122,,,,ON
501655,100122,2024-05-16,,28,00,                       St,ein-Moore,,2,1904-05-16,8057.44,, 8,50,,20240516-124051,,,,
501656,100183,2024-08-17,,,             RE,F565431655             Jo,"hnson, Floyd and Weeks",,2,1904-08-17,1175.8,, 5,31,,20240817-124081,,,,
501657,100447,2023-07-18,,95,01,                       Mu,rphy and Sons,,2,1903-07-18,3074.32,, 1,49,,20230718-123071,,,,
501658,100126,2024-10-02,,,             RE,F985674361             Sa,ntana-Faulkner,,2,1904-10-02,8389.75,, 7,15,,20241002-124100,,,,
501659,100400,2024-01-19,,,             RE,F399206108             Pe,"rez, Cole and Boyd",,2,1904-01-19,1611.95,, 8,60,,20240119-124011,,,,N
501660,100428,2023-07-26,,,             RE,F833507783             Ha,ll,,2,1903-07-26,663.89,, 9,14,,20230726-123072,,,,
501661,100026,2023-01-20,,,             RE,F369544928             Sc,"hultz, Kelley and Nguyen",,2,1903-01-20,1423.39,, 5,00,,20230120-123012,,,,
501662,100253,2023-10-22,,19,82,                       In,"gram, Green and Stewart",,0,,4873.21,, 9,26,,20231022-123102,,,,
501663,100082,2023-07-23,,,,                       Co,nley Ltd,,2,1903-07-23,47578.46,, 5,64,,20230723-123072,,2015-04-28,,
501664,100484,2023-10-01,,22,17,                       Mo,ore LLC,,2,1903-10-01,0.0,, 6,16,,20231001-123100,,,,N
501665,100168,2023-04-20,,,             RE,F295623260             Ri,"chard, Hall and Evans",,2,1903-04-20,9473.82,, 9,07,,20230420-123042,,,,
501666,100078,2024-04-26,,,             RE,F213003127             Da,vidson-Hensley,,2,1904-04-26,1132.99,, 1,25,,20240426-124042,,,,N
501667,100333,2023-11-01,,,             RE,F616894897             Re,"yes, Foster and Williams",,2,1903-11-01,3032.7,, 1,36,,20231101-123110,,,,ON
501668,100414,2023-11-10,,29,19,                       Go,rdon and Sons,,2,1903-11-10,38351.19,, 6,48,,20231110-123111,,,,
501669,100448,2024-05-30,,75,88,                       Co,"oper, Myers and Shelton",,2,1904-05-30,2684.88,, 8,01,,20240530-124053,,,,
501670,100243,2024-04-07,,,             RE,F405368540             Or,"ozco, Flores and Weaver",,2,1904-04-07,494.79,, 6,42,,20240407-124040,,,,N
501671,100070,2024-01-11,,,             RE,F778307775             Ke,lly-Combs,,2,1904-01-11,21312.5,, 5,92,,20240111-124011,,,,
501672,100314,2024-08-15,,,             RE,F859850263             Fa,"ulkner, Powers and Carrillo",,2,1904-08-15,1977.31,, 1,96,,20240815-124081,,,,
501673,100042,2024-09-10,,,,                       Wa,rren Ltd,,2,1904-09-10,1374.14,, 3,14,,20240910-124091,,,,
501674,100064,2023-09-13,,,             RE,F399695042             Mi,les-Miller,,2,1903-09-13,0.0,, 9,69,,20230913-123091,,,,
501675,100446,2024-10-12,,,             RE,F651253162             Je,"nkins, Garza and Shea",,2,1904-10-12,6113.57,, 3,96,,20241012-124101,,,,
501676,100169,2023-11-09,,88,83,                       MC,"PHERSON, COLON AND THOMAS",,2,1903-11-09,6890.34,, 2,60,,20231109-123110,,,,
501677,100318,2023-07-13,,77,86,                       Wi,lson-Dennis,,2,1903-07-13,2983.69,, 2,12,,20230713-123071,,,,ON
501678,100018,2024-01-31,,22,24,                       Jo,hnston-Hines,,2,1904-01-31,36139.92,, 8,53,,20240131-124013,,,,
501679,100338,2024-01-18,,,             RE,F593729562             Le, Group,,0,,559.22,, 7,47,,20240118-124011,,2002-07-30,,
501680,100415,2023-04-19,,,             RE,F916509824             Ta,ylor and Sons,,2,1903-04-19,0.0,, 7,25,,20230419-123041,,,,
501681,100336,2024-08-22,,,             RE,F374059214             Br,own PLC,,2,1904-08-22,10265.24,, 1,62,,20240822-124082,,,,N
501682,100473,2023-11-18,,,,                       Ra,msey PLC,,2,1903-11-18,0.0,, 7,32,,20231118-123111,,,,
501683,100239,2023-05-06,,67,18,                       Ca,mpos-Fisher,,2,1903-05-06,473.12,, 7,52,,20230506-123050,,,,
501684,100229,2023-06-07,,,             RE,F821234736             La,ne Ltd,,2,1903-06-07,7597.78,, 2,18,,20230607-123060,,,,
501685,100025,2023-11-03,,,             RE,F351220017             Ki,"ng, Thompson and Guerrero",,2,1903-11-03,0.0,, 8,41,,20231103-123110,,,,N
501686,100404,2023-11-28,,61,90,                       Ca,se-Graham,,0,,1662.82,, 7,68,,20231128-123112,,,,
501687,100449,2023-08-15,,,             RE,F776278370             Co,"oper, Henderson and Barrera",,0,,1161.72,, 9,29,,20230815-123081,,,,
501688,100006,2023-12-09,,,             RE,F927519999             Jo,"nes, Hensley and Powell",,2,1903-12-09,608.71,, 7,56,,20231209-123120,,,,
501689,100344,2023-10-08,,10,24,                       Bu,"rnett, Ruiz and Daniel",,2,1903-10-08,0.0,, 6,67,,20231008-123100,,2000-10-11,,ON
501690,100277,2023-05-02,,,             RE,F929812387             Pe,nnington-Clark,,2,1903-05-02,1338.85,, 8,85,,20230502-123050,,,,
501691,100067,2023-10-29,,,             RE,F484431257             Br,"adley, Graham and Brandt",,0,,686.78,, 3,14,,20231029-123102,,2000-05-27,,
501692,100042,2024-03-16,,43,50,                       Wa,rren Ltd,,0,,1541.26,, 8,02,,20240316-124031,,,,ON
501693,100181,2024-03-22,,,             RE,F695649580             Sc,ott-Miller,,2,1904-03-22,0.0,, 8,70,,20240322-124032,,,,
501694,100258,2024-08-20,,83,93,                       Ho,ffman-May,,2,1904-08-20,5913.69,, 8,12,,20240820-124082,,,,
501695,100085,2024-05-18,,,,                       Ri,chard LLC,,2,1904-05-18,8405.83,, 8,06,,20240518-124051,,,,
501696,100132,2023-07-11,,18,47,                       Sm,"ith, Zimmerman and Wise",,2,1903-07-11,45108.23,, 8,13,,20230711-123071,,,,
501697,100003,2024-02-07,,,             RE,F715634850             Ba,"ker, Mason and White",,2,1904-02-07,669.0,, 4,05,,20240207-124020,,,,
501698,100310,2023-07-15,,60,38,                       Ma,"ddox, Perez and Watkins",,2,1903-07-15,1833.76,, 7,19,,20230715-123071,,,,
501699,100055,2023-06-19,,76,01,                       Mc,"cann, Taylor and Flores",,2,1903-06-19,2232.51,, 7,60,,20230619-123061,,,,N
501700,100340,2024-04-12,,98,24,                       Sm,ith-Anderson,,0,,444.22,, 4,52,,20240412-124041,,,,
501701,100146,2024-08-04,,67,70,                       Tu,rner Inc,,2,1904-08-04,848.42,, 3,72,,20240804-124080,,,,N
501702,100310,2024-01-25,,12,99,                       Ma,"ddox, Perez and Watkins",,2,1904-01-25,1430.64,, 4,41,,20240125-124012,,,,N
501703,100123,2023-07-22,,,             RE,F624321458             Be,"ll, Flores and Thomas",,2,1903-07-22,995.75,, 7,96,,20230722-123072,,,,N
501704,100206,2024-11-24,,,             RE,F730184012             Ro,driguez Inc,,2,1904-11-24,279.42,, 3,28,,20241124-124112,,2018-06-03,,ON
501705,100259,2023-06-19,,,,                       Ke,lly-Roberson,,2,1903-06-19,7274.33,, 5,56,,20230619-123061,,,,
501706,100418,2023-03-15,,,             RE,F744187503             Co,"oper, Pena and Dominguez",,2,1903-03-15,382.25,, 7,83,,20230315-123031,,,,
501707,100136,2024-05-07,,,,                       Ro,bertson-Jones,,2,1904-05-07,0.0,, 6,18,,20240507-124050,,,,
501708,100257,2023-09-11,,,             RE,F716810553             Ma,"rtin, Roberts and Cohen",,2,1903-09-11,2055.54,, 4,58,,20230911-123091,,,,
501709,100108,2024-11-06,,,             RE,F597692093             Ma,"rtin, Schmidt and Cole",,2,1904-11-06,1824.45,, 3,42,,20241106-124110,,,,N
501710,100225,2023-07-21,,,,                       Le,e Inc,,2,1903-07-21,9332.07,, 1,00,,20230721-123072,,,,
501711,100430,2023-11-01,,85,39,                       Pi,"ttman, Hines and Carr",,0,,22837.87,, 8,55,,20231101-123110,,,,N
501712,100164,2024-09-26,,,             RE,F508569721             Sa,"ndoval, Anderson and Carter",,0,,0.0,, 8,81,,20240926-124092,,,,
501713,100205,2023-05-03,,98,08,                       Ge,ntry Inc,,2,1903-05-03,1457.82,, 1,23,,20230503-123050,,,,
501714,100065,2023-07-22,,,             RE,F131927224             Jo,"nes, Gibson and Ward",,2,1903-07-22,47434.06,, 4,28,,20230722-123072,,2002-05-07,,ON
501715,100343,2023-10-15,,,             RE,F112280932             Le,"wis, Mcbride and Hall",,0,,461.89,, 5,73,,20231015-123101,,,,ON
501716,100370,2024-12-01,,,             RE,F402658268             Vi,ncent PLC,,0,,1340.99,, 9,23,,20241201-124120,,,,
501717,100382,2023-05-06,,,             RE,F788545624             Re,"ed, Maxwell and Silva",,2,1903-05-06,250.76,, 8,62,,20230506-123050,,,,
501718,100173,2024-11-19,,,             RE,F237433257             Ca,"mpbell, Martin and Ferguson",,2,1904-11-19,2313.32,, 8,66,,20241119-124111,,,,N
501719,100025,2024-01-08,,,             RE,F640660636             Ki,"ng, Thompson and Guerrero",,2,1904-01-08,18880.61,, 1,08,,20240108-124010,,,,
501720,100393,2024-09-16,,,,                       Si,ms-Valentine,,0,,1270.76,, 1,15,,20240916-124091,,,,ON
501721,100363,2024-11-22,,56,13,                       Ga,rcia-Rivas,,2,1904-11-22,837.88,, 7,55,,20241122-124112,,,,
501722,100382,2023-04-22,,28,97,                       Re,"ed, Maxwell and Silva",,2,1903-04-22,301.88,, 6,66,,20230422-123042,,,,
501723,100225,2023-04-06,,61,80,                       Le,e Inc,,2,1903-04-06,5736.89,, 1,62,,20230406-123040,,,,N
501724,100245,2024-10-19,,,             RE,F738959873             Ab,bott-Wallace,,2,1904-10-19,662.66,, 9,50,,20241019-124101,,,,
501725,100221,2024-07-05,,45,17,                       BU,RKE AND SONS,,2,1904-07-05,1611.45,, 7,00,,20240705-124070,,,,
501726,100024,2023-05-21,,62,22,                       Ho,"rton, Fernandez and Matthews",,2,1903-05-21,0.0,, 3,20,,20230521-123052,,,,N
501727,100374,2024-05-14,,38,36,                       Mo,"rgan, Rogers and Yang",,2,1904-05-14,887.21,, 1,69,,20240514-124051,,,,
501728,100254,2024-11-16,,,             RE,F730020359             Jo,hnson Inc,,2,1904-11-16,1454.85,, 4,04,,20241116-124111,,,,
501729,100061,2024-11-07,,,             RE,F334878496             Si,mon Group,,0,,1065.48,, 2,60,,20241107-124110,,,,
501730,100039,2024-07-23,,,             RE,F914713236             CU,RTIS-WANG,,2,1904-07-23,29102.96,, 3,63,,20240723-124072,,2000-10-08,,ON
501731,100433,2024-07-07,,,             RE,F423287690             HA,"YES, RILEY AND GORDON",,2,1904-07-07,0.0,, 7,44,,20240707-124070,,,,
501732,100006,2023-11-25,,,             RE,F179248204             Jo,"nes, Hensley and Powell",,2,1903-11-25,624.45,, 1,13,,20231125-123112,,,,ON
501733,100195,2023-10-08,,,             RE,F751984572             Da,"vies, Archer and Owens",,0,,0.0,, 2,20,,20231008-123100,,,,ON
501734,100123,2023-11-22,,,             RE,F958825536             Be,"ll, Flores and Thomas",,2,1903-11-22,1664.53,, 7,56,,20231122-123112,,,,
501735,100033,2024-02-02,,68,22,                       Mi,tchell and Sons,,2,1904-02-02,1421.7,, 6,36,,20240202-124020,,,,
